id,title,pages_target,has_images,has_tables,has_equations
1509,Virtual reality,2,False,True,0
1510,Volcano,1,True,False,1
1511,World War II,2,False,False,0
1512,Machine learning,4,False,True,0
1513,Veganism,3,False,True,1
1514,Economics,3,False,False,0
1515,United Nations,2,False,False,0
1516,Blockchain,1,False,False,1
1517,Weather,2,False,False,1
1518,Statistics,1,True,True,1
1519,Urbanization,2,False,True,1
1520,Sociology,3,False,False,0
1521,Veganism,4,False,True,0
1522,Psychology,2,True,False,0
1523,United Nations,1,True,False,0
1524,World War II,5,False,False,1
1525,Weather,1,True,False,0
1526,Virtual reality,2,False,False,0
1527,Virtual reality,2,False,True,0
1528,Statistics,4,False,False,0
1529,Algebra,2,False,False,1
1530,Statistics,3,True,False,0
1531,Quantum mechanics,1,False,False,0
1532,Veganism,3,True,False,1
1533,Algebra,5,False,False,0
1534,Psychology,3,True,False,0
1535,Photosynthesis,2,False,False,0
1536,World War II,1,True,False,1
1537,Volcano,2,True,False,0
1538,Psychology,3,False,True,0
1539,Psychology,1,False,False,0
1540,Quantum mechanics,3,False,False,0
1541,Virtual reality,4,False,False,0
1542,Quantum mechanics,3,False,False,1
1543,Veganism,2,False,False,0
1544,Sociology,5,True,False,1
1545,Machine learning,4,False,False,0
1546,Quantum mechanics,1,False,False,0
1547,Economics,4,False,True,0
1548,Algebra,1,False,False,0
1549,Blockchain,2,True,True,0
1550,Blockchain,4,True,False,0
1551,Economics,4,True,False,0
1552,Psychology,4,False,False,0
1553,Veganism,1,False,True,0
1554,Blockchain,3,False,True,0
1555,Economics,4,False,False,0
1556,Virtual reality,5,True,True,0
1557,Urbanization,1,False,False,1
1558,Urbanization,2,False,False,0
1559,United States,4,False,False,0
1560,Economics,1,True,True,0
1561,Statistics,2,False,False,0
1562,Algebra,3,False,True,1
1563,Weather,3,False,False,1
1564,Virtual reality,6,False,True,0
1565,World War II,2,True,False,0
1566,Urbanization,1,True,False,1
1567,Blockchain,3,True,False,1
1568,Weather,3,True,False,1
1569,World War II,2,False,False,0
1570,Volcano,3,True,False,0
1571,Virtual reality,4,True,False,1
1572,Sociology,3,True,True,0
1573,Renaissance,2,False,True,0
1574,Economics,1,False,False,1
1575,Volcano,1,False,False,1
1576,United Nations,3,False,False,0
1577,Volcano,3,True,True,0
1578,Blockchain,4,False,False,0
1579,Photosynthesis,2,False,True,1
1580,Urbanization,4,False,False,0
1581,Urbanization,2,True,False,0
1582,Quantum mechanics,2,False,False,0
1583,Urbanization,3,False,False,0
1584,Urbanization,3,False,False,0
1585,Blockchain,2,False,False,0
1586,Renaissance,1,True,False,0
1587,Machine learning,3,False,False,0
1588,Economics,1,False,False,0
1589,Statistics,3,False,False,0
1590,United Nations,4,False,False,0
1591,Statistics,2,False,True,0
1592,Psychology,3,True,False,1
1593,Blockchain,3,False,False,0
1594,Weather,1,True,True,0
1595,Veganism,2,False,False,0
1596,World War II,2,True,False,1
1597,Sociology,1,False,False,0
1598,Quantum mechanics,3,True,True,0
1599,Machine learning,3,False,False,0
1600,United States,2,False,False,1
1601,United Nations,2,True,True,0
1602,World War II,4,True,True,0
1603,Virtual reality,4,True,False,0
1604,Sociology,7,False,False,0
1605,Weather,1,False,False,1
1606,Urbanization,2,False,False,1
1607,Volcano,1,False,False,0
1608,Machine learning,1,True,False,0
1609,Sociology,3,False,True,0
1610,Sociology,3,True,False,0
1611,Algebra,1,False,False,0
1612,Renaissance,4,False,False,1
1613,Sociology,2,True,False,0
1614,United States,3,False,False,1
1615,Psychology,4,False,False,0
1616,United States,5,False,False,0
1617,Sociology,1,True,True,0
1618,Virtual reality,2,False,False,0
1619,Quantum mechanics,2,False,False,1
1620,United Nations,3,False,True,0
1621,Economics,4,True,True,0
1622,Renaissance,3,False,False,1
1623,United States,3,False,False,1
1624,Renaissance,5,False,False,1
1625,Urbanization,3,True,False,0
1626,Volcano,4,False,True,1
1627,Statistics,3,True,False,0
1628,Volcano,6,False,False,0
1629,Veganism,1,True,False,1
1630,United Nations,5,True,False,1
1631,Photosynthesis,3,True,False,1
1632,Veganism,2,False,False,0
1633,Urbanization,3,False,False,0
1634,Renaissance,2,False,False,1
1635,World War II,2,True,True,0
1636,United Nations,1,False,True,0
1637,Volcano,4,True,False,0
1638,Renaissance,3,False,True,0
1639,United States,3,True,False,1
1640,Economics,3,False,True,0
1641,Sociology,4,False,True,0
1642,Blockchain,4,False,False,1
1643,Statistics,1,True,True,0
1644,Photosynthesis,3,False,False,1
1645,Machine learning,3,False,False,0
1646,Blockchain,3,False,True,0
1647,Photosynthesis,4,True,True,0
1648,Urbanization,3,False,False,0
1649,World War II,4,True,False,1
1650,Algebra,1,True,False,0
1651,Weather,2,True,True,0
1652,Psychology,3,False,False,0
1653,Economics,2,False,False,1
1654,Virtual reality,1,False,False,0
1655,Statistics,1,True,False,1
1656,Psychology,3,False,False,0
1657,Statistics,1,False,False,0
1658,Urbanization,2,False,False,0
1659,Economics,2,False,True,0
1660,Urbanization,1,False,False,0
1661,World War II,5,False,False,0
1662,Veganism,2,False,False,0
1663,Photosynthesis,4,True,False,0
1664,Sociology,1,False,False,0
1665,Renaissance,4,False,False,0
1666,Economics,1,False,False,0
1667,Virtual reality,1,True,False,0
1668,Photosynthesis,4,False,False,0
1669,Virtual reality,1,False,False,1
1670,Virtual reality,3,False,False,0
1671,Volcano,1,False,True,0
1672,Weather,1,False,False,0
1673,Urbanization,2,False,False,0
1674,United States,4,False,False,0
1675,Volcano,2,True,False,0
1676,Sociology,2,False,False,0
1677,Virtual reality,4,True,True,0
1678,United Nations,5,False,False,0
1679,Sociology,3,True,True,0
1680,Renaissance,3,False,False,1
1681,Quantum mechanics,5,False,False,0
1682,Blockchain,2,True,False,1
1683,United Nations,2,False,False,0
1684,United States,2,False,False,0
1685,Volcano,2,False,True,0
1686,Urbanization,2,False,False,0
1687,Economics,2,False,False,0
1688,United States,4,False,False,0
1689,World War II,2,False,False,1
1690,Urbanization,1,False,False,0
1691,Renaissance,2,True,True,0
1692,Photosynthesis,2,False,False,0
1693,United Nations,2,False,False,0
1694,Psychology,2,True,False,1
1695,World War II,1,False,True,0
1696,Machine learning,1,False,True,1
1697,Urbanization,3,False,True,0
1698,United Nations,5,True,False,0
1699,Veganism,4,True,False,0
1700,Renaissance,3,False,True,0
1701,Volcano,2,True,False,0
1702,Urbanization,3,False,False,0
1703,Photosynthesis,2,True,True,0
1704,Urbanization,3,False,False,1
1705,Algebra,2,True,False,0
1706,Blockchain,2,False,False,1
1707,United Nations,4,False,False,0
1708,Blockchain,2,False,False,0
1709,United States,2,False,False,1
1710,United States,4,True,True,0
1711,Statistics,5,False,False,0
1712,Blockchain,4,False,False,0
1713,Statistics,4,True,True,0
1714,Psychology,1,False,True,1
1715,Quantum mechanics,1,False,True,0
1716,Veganism,4,True,False,0
1717,Quantum mechanics,3,True,True,0
1718,Veganism,1,True,True,0
1719,United Nations,1,True,True,1
1720,Blockchain,2,False,True,1
1721,World War II,3,False,False,1
1722,Quantum mechanics,2,False,False,0
1723,Blockchain,2,False,False,0
1724,Photosynthesis,2,False,False,1
1725,Psychology,2,False,False,0
1726,Volcano,3,False,True,1
1727,Weather,4,False,True,0
1728,Volcano,2,False,True,1
1729,Blockchain,4,False,True,0
1730,Photosynthesis,2,False,True,0
1731,Machine learning,2,False,True,0
1732,Algebra,3,False,True,1
1733,Psychology,2,False,False,0
1734,Psychology,5,False,True,0
1735,Machine learning,2,False,False,1
1736,World War II,4,False,False,0
1737,Machine learning,3,False,False,0
1738,Blockchain,1,False,False,0
1739,Weather,3,False,False,1
1740,Veganism,2,True,False,0
1741,Urbanization,3,False,True,1
1742,United States,4,False,True,0
1743,Weather,4,False,False,0
1744,Renaissance,4,False,False,0
1745,Weather,3,False,False,0
1746,Weather,3,False,False,1
1747,Statistics,3,True,True,0
1748,Photosynthesis,1,False,False,0
1749,Sociology,3,True,True,1
1750,Photosynthesis,2,True,False,0
1751,Sociology,3,True,False,0
1752,Weather,1,False,False,0
1753,Virtual reality,2,False,False,1
1754,Weather,3,False,True,0
1755,United Nations,2,True,False,0
1756,World War II,5,False,False,0
1757,Algebra,2,False,True,0
1758,Volcano,2,False,False,0
1759,Economics,2,True,False,0
1760,Sociology,2,False,True,1
1761,Economics,4,False,True,0
1762,Virtual reality,1,False,False,0
1763,Sociology,5,False,False,1
1764,United States,3,False,True,0
1765,Quantum mechanics,3,False,False,0
1766,United States,1,True,True,0
1767,Virtual reality,1,True,True,0
1768,Photosynthesis,4,False,False,0
1769,Quantum mechanics,2,True,False,0
1770,Statistics,1,False,False,0
1771,United States,1,False,False,1
1772,Machine learning,3,True,True,0
1773,Urbanization,6,False,True,1
1774,United Nations,5,False,True,0
1775,Virtual reality,4,False,True,0
1776,Sociology,2,False,True,0
1777,Machine learning,2,False,False,0
1778,Renaissance,3,True,False,0
1779,Psychology,6,False,False,0
1780,Statistics,1,False,False,0
1781,United Nations,2,False,False,0
1782,Economics,1,True,True,0
1783,Algebra,3,True,True,0
1784,Psychology,2,False,False,0
1785,United States,3,True,True,0
1786,Sociology,1,False,True,0
1787,Renaissance,3,False,False,0
1788,Machine learning,2,True,False,0
1789,Algebra,3,False,False,0
1790,Economics,2,False,True,0
1791,Weather,5,False,True,0
1792,Algebra,2,False,True,1
1793,Machine learning,2,True,False,0
1794,United States,2,False,False,0
1795,Sociology,5,False,False,0
1796,Renaissance,4,False,False,0
1797,Algebra,4,True,True,0
1798,Photosynthesis,5,False,True,0
1799,United Nations,3,True,False,0
1800,Volcano,3,True,True,1
1801,Sociology,4,False,False,1
1802,Blockchain,3,True,False,0
1803,Economics,1,False,True,0
1804,Sociology,1,False,True,1
1805,Statistics,4,False,True,0
1806,Sociology,2,False,True,0
1807,Weather,3,False,False,0
1808,Blockchain,3,False,False,0
1809,Quantum mechanics,2,False,False,0
1810,Blockchain,3,True,False,1
1811,Algebra,3,False,False,0
1812,World War II,4,False,True,0
1813,Photosynthesis,2,True,True,0
1814,Veganism,1,False,False,0
1815,Machine learning,2,False,False,0
1816,United States,3,True,False,0
1817,Quantum mechanics,4,True,True,0
1818,Blockchain,3,False,False,0
1819,Economics,2,False,False,1
1820,Statistics,1,False,False,1
1821,Renaissance,2,True,False,1
1822,Veganism,3,True,False,0
1823,Urbanization,3,False,False,0
1824,Blockchain,5,False,True,0
1825,Quantum mechanics,3,False,False,1
1826,Machine learning,1,False,False,0
1827,Blockchain,4,False,False,1
1828,Statistics,5,False,True,0
1829,Sociology,2,True,True,0
1830,Veganism,1,True,True,1
1831,Photosynthesis,2,False,False,1
1832,Volcano,2,False,False,0
1833,United Nations,2,False,True,1
1834,Photosynthesis,3,True,False,0
1835,Urbanization,1,False,True,0
1836,Veganism,3,False,False,1
1837,Virtual reality,1,False,False,0
1838,Psychology,1,True,False,0
1839,Photosynthesis,2,False,False,1
1840,Machine learning,4,True,True,0
1841,Machine learning,4,True,False,0
1842,Renaissance,3,False,False,0
1843,Veganism,2,True,True,0
1844,Sociology,5,False,False,1
1845,Machine learning,3,False,False,0
1846,Blockchain,4,False,False,1
1847,Algebra,3,False,False,0
1848,Virtual reality,1,True,False,0
1849,Urbanization,7,False,False,0
1850,Statistics,1,True,False,0
1851,United States,4,True,False,0
1852,Quantum mechanics,1,False,False,0
1853,Blockchain,5,False,False,0
1854,Photosynthesis,3,False,False,0
1855,United States,1,True,False,0
1856,Sociology,1,False,False,0
1857,Veganism,1,False,False,0
1858,Statistics,3,True,False,0
1859,Volcano,1,True,True,0
1860,Photosynthesis,1,False,False,0
1861,Economics,4,False,False,0
1862,Psychology,2,False,False,0
1863,Volcano,1,True,False,0
1864,Quantum mechanics,1,False,False,0
1865,Psychology,3,False,False,0
1866,Economics,5,False,True,0
1867,Veganism,3,True,True,1
1868,Photosynthesis,1,True,True,0
1869,Photosynthesis,4,True,True,0
1870,Blockchain,3,True,True,0
1871,World War II,4,False,False,0
1872,Economics,1,True,False,0
1873,Volcano,4,False,False,0
1874,Algebra,1,False,False,1
1875,Psychology,2,False,False,0
1876,Virtual reality,3,False,True,0
1877,Sociology,4,False,False,0
1878,Sociology,6,True,False,1
1879,Veganism,2,False,False,0
1880,Veganism,1,True,True,0
1881,United States,3,False,False,1
1882,United Nations,5,False,True,1
1883,Virtual reality,2,False,False,1
1884,Algebra,3,True,False,0
1885,Sociology,1,False,False,0
1886,Statistics,2,True,False,1
1887,Veganism,1,False,True,0
1888,Virtual reality,1,False,False,0
1889,Machine learning,3,False,True,1
1890,Weather,2,False,True,0
1891,Quantum mechanics,2,False,True,0
1892,Economics,1,False,False,1
1893,Algebra,1,True,False,0
1894,Sociology,2,False,True,0
1895,United States,4,False,True,0
1896,Sociology,3,False,False,1
1897,Algebra,3,False,False,0
1898,Psychology,1,False,True,1
1899,Photosynthesis,2,False,False,0
1900,Renaissance,4,False,False,0
1901,Economics,4,True,False,0
1902,Quantum mechanics,4,False,False,0
1903,United Nations,3,False,False,0
1904,Virtual reality,3,False,False,0
1905,Virtual reality,4,True,False,1
1906,Blockchain,2,True,False,0
1907,World War II,1,False,False,0
1908,Statistics,2,False,False,1
1909,Renaissance,3,False,False,0
1910,Sociology,2,True,False,1
1911,Economics,5,False,False,0
1912,United States,2,True,True,1
1913,Psychology,4,False,False,0
1914,Veganism,4,True,True,0
1915,Weather,5,True,False,0
1916,Renaissance,2,False,False,0
1917,Volcano,5,False,True,1
1918,Machine learning,1,True,False,0
1919,Sociology,3,True,False,0
1920,United States,2,True,True,0
1921,Weather,3,False,True,1
1922,Virtual reality,2,False,True,0
1923,Sociology,4,True,False,0
1924,Veganism,1,False,False,0
1925,Algebra,1,True,False,1
1926,Renaissance,3,True,True,0
1927,Algebra,3,False,False,1
1928,Photosynthesis,2,True,True,0
1929,Renaissance,3,True,True,0
1930,Economics,1,False,False,0
1931,Statistics,1,True,True,0
1932,Quantum mechanics,1,False,False,0
1933,Algebra,3,False,False,0
1934,Photosynthesis,4,True,True,0
1935,Virtual reality,1,False,False,0
1936,Machine learning,4,True,False,0
1937,Renaissance,3,False,False,1
1938,Quantum mechanics,1,True,False,0
1939,Urbanization,2,False,True,0
1940,Statistics,1,True,True,1
1941,Machine learning,1,False,False,1
1942,World War II,1,False,False,0
1943,United States,3,True,True,0
1944,Psychology,3,False,False,0
1945,Photosynthesis,3,False,False,0
1946,Quantum mechanics,2,False,True,0
1947,Blockchain,2,False,True,0
1948,Economics,1,True,True,0
1949,Quantum mechanics,2,False,False,0
1950,Quantum mechanics,1,False,False,1
1951,Quantum mechanics,2,False,True,1
1952,United States,1,False,False,1
1953,United States,3,False,False,0
1954,Statistics,1,False,False,1
1955,Veganism,3,False,False,1
1956,Veganism,3,False,False,1
1957,Statistics,2,False,False,0
1958,Photosynthesis,2,True,False,0
1959,United Nations,1,False,True,1
1960,Volcano,1,True,False,1
1961,Psychology,2,False,False,0
1962,Urbanization,2,False,False,0
1963,Photosynthesis,2,True,True,1
1964,Quantum mechanics,5,False,False,0
1965,Urbanization,2,True,False,0
1966,World War II,5,False,False,0
1967,Photosynthesis,3,False,False,1
1968,United Nations,3,False,False,1
1969,United Nations,4,True,True,0
1970,Virtual reality,1,False,True,0
1971,United States,1,False,False,0
1972,Machine learning,3,False,False,1
1973,Quantum mechanics,3,False,False,0
1974,World War II,3,False,False,1
1975,Weather,2,False,False,1
1976,World War II,1,True,False,0
1977,Quantum mechanics,3,True,True,1
1978,Virtual reality,4,True,False,0
1979,Algebra,4,False,False,0
1980,Urbanization,4,False,True,0
1981,Quantum mechanics,3,False,False,1
1982,Statistics,2,True,True,0
1983,Renaissance,3,False,False,0
1984,Volcano,3,True,False,0
1985,Algebra,5,False,False,1
1986,United Nations,4,True,True,0
1987,United States,1,False,False,0
1988,Machine learning,3,True,True,0
1989,Psychology,2,False,False,0
1990,Statistics,3,False,False,0
1991,Psychology,3,False,False,1
1992,Weather,1,False,True,1
1993,Algebra,3,True,False,0
1994,United Nations,3,False,True,0
1995,Blockchain,2,False,False,0
1996,Algebra,1,True,False,0
1997,Quantum mechanics,2,False,False,1
1998,Statistics,1,False,True,0
1999,Statistics,3,True,False,0
2000,Algebra,1,False,False,0
2001,Quantum mechanics,4,False,False,1
2002,Sociology,4,True,False,1
2003,Photosynthesis,1,True,False,1
2004,Algebra,4,True,True,1
2005,Quantum mechanics,2,False,True,0
2006,United States,4,False,True,0
2007,Algebra,2,False,False,0
2008,Weather,2,False,True,0
2009,Weather,4,False,False,1
2010,Weather,4,True,True,0
2011,World War II,4,False,True,0
2012,United States,3,False,True,1
2013,United States,4,True,False,1
2014,United Nations,3,False,True,1
2015,Virtual reality,4,False,True,0
2016,Veganism,1,False,True,0
2017,Volcano,1,False,False,0
2018,Veganism,1,True,True,0
2019,Blockchain,4,True,False,0
2020,Psychology,3,False,False,0
2021,Psychology,2,False,True,0
2022,Algebra,2,False,False,0
2023,World War II,4,False,False,0
2024,Volcano,1,False,True,0
2025,Blockchain,5,True,False,0
2026,Renaissance,2,True,True,1
2027,Psychology,1,False,False,1
2028,Urbanization,3,False,True,0
2029,Weather,1,False,False,0
2030,Weather,3,True,False,1
2031,Photosynthesis,4,False,False,0
2032,Volcano,2,False,False,0
2033,United Nations,5,False,False,0
2034,Algebra,4,True,True,1
2035,Algebra,3,False,False,0
2036,Algebra,3,False,False,0
2037,Veganism,2,False,False,0
2038,Renaissance,3,True,False,0
2039,Volcano,1,True,True,1
2040,Algebra,3,True,False,0
2041,Psychology,4,False,False,0
2042,Sociology,7,True,False,0
2043,Economics,4,False,False,0
2044,Psychology,3,False,True,1
2045,Volcano,3,False,False,0
2046,Urbanization,3,True,False,0
2047,Algebra,1,False,False,0
2048,Volcano,2,True,True,1
2049,World War II,1,True,True,0
2050,Economics,2,False,False,1
2051,United Nations,1,True,False,1
2052,Machine learning,1,False,False,1
2053,Machine learning,3,True,False,0
2054,Quantum mechanics,1,False,False,0
2055,Statistics,1,True,False,1
2056,Quantum mechanics,5,True,False,1
2057,Urbanization,2,False,False,0
2058,Blockchain,2,True,False,0
2059,Veganism,1,False,True,0
2060,Renaissance,3,True,True,1
2061,Urbanization,1,True,False,0
2062,Statistics,1,True,False,1
2063,United States,4,False,False,1
2064,Renaissance,5,False,True,0
2065,Photosynthesis,2,False,False,1
2066,Sociology,2,True,False,1
2067,Urbanization,2,False,True,0
2068,Sociology,2,False,True,0
2069,Statistics,3,False,False,0
2070,Machine learning,1,True,True,0
2071,Urbanization,5,True,False,0
2072,Machine learning,2,False,False,0
2073,United States,1,True,True,0
2074,Volcano,3,False,True,0
2075,United Nations,3,True,False,0
2076,Weather,2,True,True,1
2077,Urbanization,5,False,True,0
2078,Veganism,2,True,False,0
2079,Volcano,2,False,False,1
2080,Virtual reality,2,True,True,0
2081,United States,3,True,True,0
2082,Economics,1,False,False,0
2083,Renaissance,3,False,True,1
2084,Economics,1,True,True,0
2085,Virtual reality,6,False,False,1
2086,Algebra,5,True,True,0
2087,Psychology,3,True,False,0
2088,Virtual reality,2,False,True,0
2089,Veganism,1,False,True,1
2090,United States,4,False,True,0
2091,Economics,4,True,False,0
2092,United States,4,True,True,0
2093,Veganism,4,True,False,0
2094,Economics,2,False,False,0
2095,Statistics,2,False,False,0
2096,Virtual reality,4,False,False,0
2097,Virtual reality,4,True,False,0
2098,Psychology,1,False,False,0
2099,Blockchain,1,True,True,1
2100,United States,1,False,False,0
2101,Statistics,3,True,False,0
2102,Photosynthesis,4,True,False,0
2103,Virtual reality,1,False,True,1
2104,Weather,2,False,False,1
2105,Machine learning,4,False,False,1
2106,Virtual reality,1,True,False,0
2107,Statistics,1,False,False,0
2108,Psychology,2,False,True,0
2109,Volcano,3,True,True,1
2110,Economics,2,False,False,0
2111,Economics,1,True,False,0
2112,Algebra,5,False,False,0
2113,United States,3,False,False,0
2114,World War II,2,True,False,0
2115,Photosynthesis,2,True,False,0
2116,Economics,2,False,False,0
2117,Virtual reality,2,False,False,0
2118,Photosynthesis,3,False,False,0
2119,Economics,5,True,False,0
2120,World War II,4,True,False,0
2121,Machine learning,5,False,False,1
2122,Machine learning,1,True,False,1
2123,World War II,1,True,False,0
2124,Urbanization,1,True,False,0
2125,Quantum mechanics,1,False,True,0
2126,Urbanization,4,False,True,1
2127,Weather,1,False,False,0
2128,United Nations,2,True,False,0
2129,Volcano,5,False,False,1
2130,Photosynthesis,3,False,False,0
2131,Statistics,2,True,True,0
2132,Economics,1,False,False,0
2133,Photosynthesis,3,False,False,0
2134,World War II,2,False,True,1
2135,Weather,2,True,False,0
2136,Photosynthesis,3,True,True,0
2137,Economics,4,False,False,0
2138,United Nations,3,False,False,0
2139,Weather,4,True,False,0
2140,Machine learning,2,False,True,0
2141,World War II,1,False,False,0
2142,Statistics,1,False,False,0
2143,Algebra,2,True,True,1
2144,Virtual reality,4,False,False,1
2145,United States,2,False,False,0
2146,Photosynthesis,1,True,False,0
2147,Quantum mechanics,4,True,False,1
2148,Virtual reality,4,False,True,0
2149,United Nations,1,True,False,0
2150,Machine learning,2,True,False,0
2151,World War II,4,False,True,0
2152,Economics,2,False,False,0
2153,United Nations,3,False,False,0
2154,Volcano,2,False,True,0
2155,Virtual reality,5,False,False,0
2156,Sociology,2,False,False,1
2157,Volcano,4,False,False,0
2158,United States,2,False,False,1
2159,Statistics,4,False,False,0
2160,Veganism,1,False,False,1
2161,Statistics,2,True,False,1
2162,Quantum mechanics,3,False,False,0
2163,Economics,2,False,False,1
2164,Statistics,4,False,True,0
2165,Algebra,1,True,False,0
2166,Volcano,2,False,False,0
2167,Blockchain,1,False,False,1
2168,World War II,1,True,True,0
2169,Photosynthesis,3,True,False,1
2170,Renaissance,3,False,False,0
2171,Sociology,1,True,False,0
2172,Machine learning,5,True,False,0
2173,Machine learning,4,False,False,0
2174,Statistics,3,False,False,0
2175,Statistics,4,False,True,0
2176,Renaissance,2,True,True,0
2177,Statistics,2,False,False,0
2178,Weather,3,True,False,0
2179,United Nations,4,False,True,1
2180,Weather,3,False,True,0
2181,Urbanization,1,False,False,0
2182,Statistics,4,False,True,0
2183,Quantum mechanics,1,False,True,0
2184,Statistics,4,False,False,0
2185,Sociology,1,False,False,0
2186,Volcano,4,False,False,1
2187,Renaissance,2,False,True,0
2188,Psychology,3,False,False,0
2189,Renaissance,2,False,True,0
2190,Psychology,2,False,False,0
2191,Sociology,3,True,False,0
2192,Quantum mechanics,3,True,False,1
2193,Economics,1,True,False,0
2194,Renaissance,1,False,True,0
2195,Virtual reality,4,False,False,0
2196,Blockchain,2,False,False,1
2197,Psychology,5,False,True,0
2198,Veganism,4,True,False,1
2199,Volcano,3,False,False,0
2200,Weather,1,True,False,1
2201,Sociology,1,True,False,0
2202,United States,3,False,False,0
2203,Virtual reality,4,True,False,0
2204,Renaissance,3,False,True,0
2205,Veganism,1,False,False,1
2206,Urbanization,2,False,True,0
2207,Renaissance,3,True,False,0
2208,Economics,3,False,False,0
2209,World War II,4,False,False,1
2210,United States,4,False,False,0
2211,Sociology,3,True,False,1
2212,Sociology,3,False,False,0
2213,Quantum mechanics,4,True,False,1
2214,Weather,4,False,True,0
2215,United States,3,False,False,0
2216,Renaissance,2,False,False,0
2217,United Nations,1,True,False,0
2218,Photosynthesis,4,False,True,1
2219,Weather,4,False,False,0
2220,Machine learning,4,True,True,0
2221,Blockchain,3,False,False,0
2222,Psychology,3,False,True,0
2223,Psychology,1,False,False,0
2224,Sociology,3,False,False,0
2225,World War II,5,False,True,1
2226,World War II,2,False,True,0
2227,Machine learning,5,False,True,0
2228,Virtual reality,3,True,True,0
2229,Renaissance,2,True,False,1
2230,Machine learning,4,False,False,0
2231,United States,3,True,False,0
2232,Psychology,4,False,False,1
2233,Virtual reality,2,False,False,1
2234,Algebra,2,False,True,0
2235,Statistics,2,False,False,0
2236,Statistics,2,False,True,1
2237,Psychology,4,True,False,0
2238,United Nations,2,True,True,0
2239,World War II,2,False,False,0
2240,Volcano,1,True,False,0
2241,Weather,1,False,True,1
2242,Psychology,2,False,True,0
2243,Psychology,3,False,True,1
2244,Psychology,3,True,False,0
2245,Statistics,2,True,False,1
2246,Renaissance,3,False,False,1
2247,United States,5,False,True,1
2248,United States,2,False,False,0
2249,Sociology,1,False,False,0
2250,Volcano,3,True,False,0
2251,Machine learning,1,False,False,0
2252,United Nations,2,True,True,0
2253,Statistics,1,False,True,0
2254,Virtual reality,4,False,False,0
2255,Blockchain,1,False,True,1
2256,Statistics,2,False,False,1
2257,Sociology,4,False,False,0
2258,Blockchain,5,False,False,0
2259,Virtual reality,2,False,False,0
2260,World War II,1,False,False,0
2261,Virtual reality,2,False,False,0
2262,United States,3,False,False,1
2263,Volcano,3,True,False,1
2264,World War II,3,True,False,0
2265,Virtual reality,2,False,False,0
2266,Machine learning,5,True,True,1
2267,Sociology,2,False,False,0
2268,Quantum mechanics,4,True,False,0
2269,Algebra,4,True,True,0
2270,Blockchain,2,False,False,0
2271,Quantum mechanics,3,False,True,0
2272,World War II,3,False,False,1
2273,Algebra,4,False,False,0
2274,Sociology,5,True,True,0
2275,World War II,4,True,True,0
2276,Volcano,1,True,False,0
2277,Economics,1,True,False,0
2278,Virtual reality,2,True,False,1
2279,Machine learning,2,False,False,1
2280,Machine learning,2,False,False,1
2281,Blockchain,3,False,False,0
2282,Virtual reality,1,False,True,1
2283,United Nations,1,False,True,1
2284,Psychology,2,False,False,1
2285,Economics,1,False,False,0
2286,Veganism,1,False,True,0
2287,Renaissance,5,False,True,1
2288,Weather,4,False,False,0
2289,Algebra,2,False,True,0
2290,United Nations,2,False,False,0
2291,United Nations,4,False,False,0
2292,Urbanization,2,False,True,0
2293,Quantum mechanics,2,False,False,1
2294,Photosynthesis,4,True,False,0
2295,Volcano,3,False,False,0
2296,Veganism,1,False,True,0
2297,Machine learning,3,True,False,1
2298,Blockchain,3,False,False,0
2299,Weather,1,True,True,0
2300,Veganism,1,False,False,0
2301,Urbanization,3,True,False,0
2302,Virtual reality,2,False,False,0
2303,Psychology,4,True,False,0
2304,Virtual reality,1,True,True,0
2305,Virtual reality,3,False,True,0
2306,United States,3,True,True,0
2307,United Nations,2,False,True,0
2308,Renaissance,2,False,False,0
2309,Quantum mechanics,1,False,False,0
2310,Urbanization,4,False,False,0
2311,Blockchain,4,True,False,0
2312,Virtual reality,1,False,False,0
2313,Blockchain,1,False,True,1
2314,United States,1,False,False,0
2315,Psychology,3,False,True,0
2316,World War II,3,False,True,0
2317,Weather,3,False,False,0
2318,United Nations,4,False,True,0
2319,Algebra,1,True,True,0
2320,Machine learning,1,False,False,0
2321,Machine learning,4,False,False,0
2322,Photosynthesis,3,True,True,1
2323,United Nations,4,False,False,1
2324,World War II,6,False,False,1
2325,Algebra,1,False,False,0
2326,Veganism,4,True,False,0
2327,United Nations,3,False,True,0
2328,United Nations,2,True,False,1
2329,Sociology,2,False,False,0
2330,Machine learning,4,False,True,0
2331,Urbanization,4,False,False,1
2332,Weather,5,False,True,0
2333,United Nations,1,False,False,1
2334,Algebra,1,False,False,0
2335,Volcano,3,False,False,0
2336,Volcano,4,True,True,0
2337,Algebra,1,False,False,1
2338,Quantum mechanics,1,False,True,1
2339,Algebra,3,False,False,0
2340,Veganism,3,False,True,1
2341,Urbanization,2,False,True,0
2342,Blockchain,5,False,False,1
2343,Psychology,1,True,True,0
2344,United Nations,3,False,False,1
2345,Algebra,6,True,True,0
2346,Statistics,1,True,True,0
2347,Volcano,4,True,True,0
2348,Psychology,5,False,True,1
2349,Algebra,4,False,True,0
2350,Sociology,7,False,False,0
2351,Quantum mechanics,3,False,True,0
2352,Urbanization,4,False,True,0
2353,Statistics,1,False,False,0
2354,Volcano,3,True,False,0
2355,Photosynthesis,5,True,True,0
2356,Psychology,3,True,False,0
2357,Photosynthesis,2,False,True,0
