doc_id,word,gdocs,python,fourth,present
000526_Algebra,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000526_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000526_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000526_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000526_Algebra.pdf,4
000527_Algebra,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000527_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000527_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000527_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000527_Algebra.pdf,4
000528_Weather,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000528_Weather.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000528_Weather.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000528_Weather.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000528_Weather.pdf,4
000529_United_Nations,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000529_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000529_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000529_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000529_United_Nations.pdf,4
000530_Economics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000530_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000530_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000530_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000530_Economics.pdf,4
000531_United_States,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000531_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000531_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000531_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000531_United_States.pdf,4
000532_Urbanization,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000532_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000532_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000532_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000532_Urbanization.pdf,4
000533_Blockchain,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000533_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000533_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000533_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000533_Blockchain.pdf,4
000534_Psychology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000534_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000534_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000534_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000534_Psychology.pdf,4
000535_United_Nations,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000535_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000535_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000535_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000535_United_Nations.pdf,4
000536_Volcano,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000536_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000536_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000536_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000536_Volcano.pdf,4
000537_Volcano,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000537_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000537_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000537_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000537_Volcano.pdf,4
000538_Volcano,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000538_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000538_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000538_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000538_Volcano.pdf,4
000539_Psychology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000539_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000539_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000539_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000539_Psychology.pdf,4
000540_Psychology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000540_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000540_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000540_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000540_Psychology.pdf,4
000541_Statistics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000541_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000541_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000541_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000541_Statistics.pdf,4
000542_Volcano,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000542_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000542_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000542_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000542_Volcano.pdf,4
000543_World_War_II,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000543_World_War_II.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000543_World_War_II.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000543_World_War_II.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000543_World_War_II.pdf,4
000544_Quantum_mechanics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000544_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000544_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000544_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000544_Quantum_mechanics.pdf,4
000545_Statistics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000545_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000545_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000545_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000545_Statistics.pdf,4
000546_Psychology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000546_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000546_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000546_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000546_Psychology.pdf,4
000547_United_States,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000547_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000547_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000547_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000547_United_States.pdf,4
000548_United_Nations,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000548_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000548_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000548_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000548_United_Nations.pdf,4
000549_Volcano,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000549_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000549_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000549_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000549_Volcano.pdf,4
000550_Quantum_mechanics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000550_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000550_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000550_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000550_Quantum_mechanics.pdf,4
000551_Sociology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000551_Sociology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000551_Sociology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000551_Sociology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000551_Sociology.pdf,4
000552_Economics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000552_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000552_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000552_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000552_Economics.pdf,4
000553_Photosynthesis,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000553_Photosynthesis.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000553_Photosynthesis.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000553_Photosynthesis.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000553_Photosynthesis.pdf,4
000554_Economics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000554_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000554_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000554_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000554_Economics.pdf,4
000555_Blockchain,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000555_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000555_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000555_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000555_Blockchain.pdf,4
000556_Veganism,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000556_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000556_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000556_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000556_Veganism.pdf,4
000557_Quantum_mechanics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000557_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000557_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000557_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000557_Quantum_mechanics.pdf,4
000558_United_States,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000558_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000558_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000558_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000558_United_States.pdf,4
000559_United_Nations,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000559_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000559_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000559_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000559_United_Nations.pdf,4
000560_Algebra,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000560_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000560_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000560_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000560_Algebra.pdf,4
000561_United_Nations,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000561_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000561_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000561_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000561_United_Nations.pdf,4
000562_Psychology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000562_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000562_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000562_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000562_Psychology.pdf,4
000563_Machine_learning,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000563_Machine_learning.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000563_Machine_learning.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000563_Machine_learning.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000563_Machine_learning.pdf,4
000564_United_States,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000564_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000564_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000564_United_States.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000564_United_States.pdf,4
000565_Veganism,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000565_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000565_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000565_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000565_Veganism.pdf,4
000566_Psychology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000566_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000566_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000566_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000566_Psychology.pdf,4
000567_Psychology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000567_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000567_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000567_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000567_Psychology.pdf,4
000568_Virtual_reality,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000568_Virtual_reality.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000568_Virtual_reality.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000568_Virtual_reality.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000568_Virtual_reality.pdf,4
000569_Sociology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000569_Sociology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000569_Sociology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000569_Sociology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000569_Sociology.pdf,4
000570_Urbanization,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000570_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000570_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000570_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000570_Urbanization.pdf,4
000571_World_War_II,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000571_World_War_II.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000571_World_War_II.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000571_World_War_II.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000571_World_War_II.pdf,4
000572_Volcano,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000572_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000572_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000572_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000572_Volcano.pdf,4
000573_World_War_II,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000573_World_War_II.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000573_World_War_II.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000573_World_War_II.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000573_World_War_II.pdf,4
000574_Renaissance,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000574_Renaissance.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000574_Renaissance.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000574_Renaissance.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000574_Renaissance.pdf,4
000575_Urbanization,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000575_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000575_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000575_Urbanization.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000575_Urbanization.pdf,4
000576_Volcano,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000576_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000576_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000576_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000576_Volcano.pdf,4
000577_Algebra,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000577_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000577_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000577_Algebra.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000577_Algebra.pdf,4
000578_Volcano,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000578_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000578_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000578_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000578_Volcano.pdf,4
000579_Veganism,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000579_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000579_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000579_Veganism.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000579_Veganism.pdf,4
000580_Quantum_mechanics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000580_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000580_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000580_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000580_Quantum_mechanics.pdf,4
000581_Psychology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000581_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000581_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000581_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000581_Psychology.pdf,4
000582_Weather,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000582_Weather.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000582_Weather.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000582_Weather.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000582_Weather.pdf,4
000583_United_Nations,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000583_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000583_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000583_United_Nations.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000583_United_Nations.pdf,4
000584_Quantum_mechanics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000584_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000584_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000584_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000584_Quantum_mechanics.pdf,4
000585_Quantum_mechanics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000585_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000585_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000585_Quantum_mechanics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000585_Quantum_mechanics.pdf,4
000586_Volcano,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000586_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000586_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000586_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000586_Volcano.pdf,4
000587_Statistics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000587_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000587_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000587_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000587_Statistics.pdf,4
000588_Blockchain,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000588_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000588_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000588_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000588_Blockchain.pdf,4
000589_Volcano,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000589_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000589_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000589_Volcano.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000589_Volcano.pdf,4
000590_Machine_learning,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000590_Machine_learning.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000590_Machine_learning.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000590_Machine_learning.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000590_Machine_learning.pdf,4
000591_Statistics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000591_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000591_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000591_Statistics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000591_Statistics.pdf,4
000592_Economics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000592_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000592_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000592_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000592_Economics.pdf,4
000593_Psychology,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000593_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000593_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000593_Psychology.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000593_Psychology.pdf,4
000594_Blockchain,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000594_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000594_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000594_Blockchain.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000594_Blockchain.pdf,4
000595_Virtual_reality,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000595_Virtual_reality.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000595_Virtual_reality.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000595_Virtual_reality.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000595_Virtual_reality.pdf,4
000596_Economics,/content/ForensicsDetective/Assignment2_raghulch/data/word_pdfs/000596_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/google_docs_pdfs/000596_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/python_pdfs/000596_Economics.pdf,/content/ForensicsDetective/Assignment2_raghulch/data/fourth_source_pdfs/000596_Economics.pdf,4
